Authors,Title,Pasquale,Mary,Overall,Motivation,Year,Link,Abstract,Publication Stage,Open Access,Manually added
Gracia J.; Fäth C.; Hartung M.; Ionov M.; Bosque-Gil J.; Veríssimo S.; Chiarcos C.; Orlikowski M.,Leveraging Linguistic Linked Data for Cross-Lingual Model Transfer in the Pharmaceutical Domain,1,1,1,#use,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096625207&doi=10.1007%2f978-3-030-62466-8_31&partnerID=40&md5=4760f3754c42b51d2fd3ed570ec01f69,"We describe the use of linguistic linked data to support a cross-lingual transfer framework for sentiment analysis in the pharmaceutical domain. The proposed system dynamically gathers translations from the Linked Open Data (LOD) cloud, particularly from Apertium RDF, in order to project a deep learning-based sentiment classifier from one language to another, thus enabling scalability and avoiding the need of model re-training when transferred across languages. We describe the whole pipeline traversed by the multilingual data, from their conversion into RDF based on a new dynamic and flexible transformation framework, through their linking and publication as linked data, and finally their exploitation in the particular use case. Based on experiments on projecting a sentiment classifier from English to Spanish, we demonstrate how linked data techniques are able to enhance the multilingual capabilities of a deep learning-based approach in a dynamic and scalable way, in a real application scenario from the pharmaceutical domain. © 2020, Springer Nature Switzerland AG.",Final,All Open Access; Green Open Access,
Simov K.,Integrated Language and Knowledge Resources for a Bulgarian-Centric Knowledge Graph,1,1,1,#use #integration,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084240830&partnerID=40&md5=f16110765eac6784e8dd66b825ae97ed,"This paper reports on the integration of language and knowledge resources within CLaDA-BG infrastructure. The idea is to encode linguistic knowledge on all levels of language starting from text, grammatical annotation and lemmatization to semantic and conceptual annotation. Our goal is to support conceptual annotation of various research objects (mainly texts). One of the main applications will be the management of a Bulgaria-centric Knowledge Graph. © 2019 Digital Presentation and Preservation of Cultural and Scientific Heritage. All rights reserved.",Final,,
Sakor A.; Mulang I.O.; Singh K.; Shekarpour S.; Vidal M.-E.; Lehmann J.; Auer S.,Old is gold: Linguistic driven approach for entity and relation linking of short text,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081090168&partnerID=40&md5=d93ebebd95c7e03c292d4b885c224512,"Short texts challenge NLP tasks such as named entity recognition, disambiguation, linking and relation inference because they do not provide sufficient context or are partially malformed (e.g. wrt. capitalization, long tail entities, implicit relations). In this work, we present the Falcon approach which effectively maps entities and relations within a short text to its mentions of a background knowledge graph. Falcon overcomes the challenges of short text using a light-weight linguistic approach relying on a background knowledge graph. Falcon performs joint entity and relation linking of a short text by leveraging several fundamental principles of English morphology (e.g. compounding, headword identification) and utilizes an extended knowledge graph created by merging entities and relations from various knowledge sources. It uses the context of entities for finding relations and does not require training data. Our empirical study using several standard benchmarks and datasets show that Falcon significantly outperforms state-of-the-art entity and relation linking for short text query inventories. © 2019 Association for Computational Linguistics",Final,,
Chiarcos C.; Ionov M.,Ligt: An LLod-native vocabulary for representing interlinear glossed text as RDF,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068056004&doi=10.4230%2fOASIcs.LDK.2019.3&partnerID=40&md5=1194a6ce49aa6b6b03fd05f91410d0ce,"The paper introduces Ligt, a native RDF vocabulary for representing linguistic examples as text with interlinear glosses (IGT) in a linked data formalism. Interlinear glossing is a notation used in various fields of linguistics to provide readers with a way to understand linguistic phenomena and to provide corpus data when documenting endangered languages. This data is usually provided with morpheme-by-morpheme correspondence which is not supported by any established vocabularies for representing linguistic corpora or automated annotations. Interlinear Glossed Text can be stored and exchanged in several formats specifically designed for the purpose, but these differ in their designs and concepts, and they are tied to particular tools, so the reusability of the annotated data is limited. To improve interoperability and reusability, we propose to convert such glosses to a tool-independent representation well-suited for the Web of Data, i.e., a representation in RDF. Beyond establishing structural (format) interoperability by means of a common data representation, our approach also allows using shared vocabularies and terminology repositories available from the (Linguistic) Linked Open Data cloud. We describe the core vocabulary and the converters that use this vocabulary to convert IGT in a format of various widely-used tools into RDF. Ultimately, a Linked Data representation will facilitate the accessibility of language data from less-resourced language varieties within the (Linguistic) Linked Open Data cloud, as well as enable novel ways to access and integrate this information with (L)LOD dictionary data and other types of lexical-semantic resources. In a longer perspective, data currently only available through these formats will become more visible and reusable and contribute to the development of a truly multilingual (semantic) web. © Christian Chiarcos and Maxim Ionov.",Final,,
Cremaschi M.; Bianchi F.; Maurino A.; Pierotti A.P.,Supporting journalism by combining neural language generation and knowledge graphs,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074854423&partnerID=40&md5=deed4622ec53e2a0fcdc4b44f6eb420e,"Natural Language Generation is a field that is becoming relevant in several domains, including journalism. Natural Language Generation techniques can be of great help to journalists, allowing a substantial reduction in the time required to complete repetitive tasks. In this position paper, we enforce the idea that automated tools can reduce the effort required to journalist when writing articles; at the same time we introduce GazelLex (Gazette Lexicalization), a prototype that covers several steps of Natural Language Generation, in order to create soccer articles automatically, using data from Knowledge Graphs, leaving journalists the possibility of refining and editing articles with additional information. We shall present our first results and current limits of the approach, and we shall also describe some lessons learned that might be useful to readers that want to explore this field. Copyright 2019 for this paper by its authors.",Final,,
Chiarcos C.; Pagé-Perron É.; Khait I.; Schenk N.; Reckling L.,Towards a linked open data edition of sumerian corpora,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056772672&partnerID=40&md5=9c5604b58788ffbe8e0b5eee8b7c38aa,"Linguistic Linked Open Data (LLOD) is a flourishing line of research in the language resource community, so far mostly adopted for selected aspects of linguistics, natural language processing and the semantic web, as well as for practical applications in localization and lexicography. Yet, computational philology seems to be somewhat decoupled from the recent progress in this area: even though LOD as a concept is gaining significant popularity in Digital Humanities, existing LLOD standards and vocabularies are not widely used in this community, and philological resources are underrepresented in the LLOD cloud diagram (http://linguistic-lod.org/llod-cloud). In this paper, we present an application of Linguistic Linked Open Data in Assyriology. We describe the LLOD edition of a linguistically annotated corpus of Sumerian, as well as its linking with lexical resources, repositories of annotation terminology, and the museum collections in which the artifacts bearing these texts are kept. The chosen corpus is the Electronic Text Corpus of Sumerian Royal Inscriptions, a well curated and linguistically annotated archive of Sumerian text, in preparation for the creating and linking of other corpora of cuneiform texts, such as the corpus of Ur III administrative and legal Sumerian texts, as part of the Machine Translation and Automated Analysis of Cuneiform Languages project (https://cdli-gh.github.io/mtaac/). © LREC 2018 - 11th International Conference on Language Resources and Evaluation. All rights reserved.",Final,,
Wang C.; Fan Y.; He X.; Zhou A.,Predicting hypernym–hyponym relations for Chinese taxonomy learning,1,,1,#use,2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041836685&doi=10.1007%2fs10115-018-1166-1&partnerID=40&md5=372d88ca7d561d032b7c75d1df98b1a5,"Hypernym–hyponym (“is-a”) relations are key components in taxonomies, object hierarchies and knowledge graphs. Robustly harvesting of such relations requires the analysis of the linguistic characteristics of is-a word pairs in the target language. While there is abundant research on is-a relation extraction in English, it still remains a challenge to accurately identify such relations from Chinese knowledge sources due to the flexibility of language expression and the significant differences between the two language families. In this paper, we introduce a weakly supervised framework to extract Chinese is-a relations from user-generated categories. It employs piecewise linear projection models trained on an existing Chinese taxonomy built from Wikipedia and an iterative learning algorithm to update model parameters incrementally. A pattern-based relation selection method is proposed to prevent “semantic drift” in the learning process using bi-criteria optimization. Experimental results on the publicly available test set illustrate that the proposed approach outperforms state-of-the-art methods. © 2018, Springer-Verlag London Ltd., part of Springer Nature.",Final,,
Simov K.; Osenova P.,Special thematic section on semantic models for natural language processing,1,,1,#use,2018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044005006&doi=10.2478%2fcait-2018-0008&partnerID=40&md5=96a18a0b072e4fb358c5aaff3fb263de,"With the availability of large language data online, cross-linked lexical resources (such as BabelNet, Predicate Matrix and UBY) and semantically annotated corpora (SemCor, OntoNotes, etc.), more and more applications in Natural Language Processing (NLP) have started to exploit various semantic models. The semantic models have been created on the base of LSA, clustering, word embeddings, deep learning, neural networks, etc., and abstract logical forms, such as Minimal Recursion Semantics (MRS) or Abstract Meaning Representation (AMR), etc. Additionally, the Linguistic Linked Open Data Cloud has been initiated (LLOD Cloud) which interlinks linguistic data for improving the tasks of NLP. This cloud has been expanding enormously for the last four-five years. It includes corpora, lexicons, thesauri, knowledge bases of various kinds, organized around appropriate ontologies, such as LEMON. The semantic models behind the data organization as well as the representation of the semantic resources themselves are a challenge to the NLP community. The NLP applications that extensively rely on the above discussed models include Machine Translation, Information Extraction, Question Answering, Text Simplification, etc. © 2001-2018 Institute of Information and Communication Technologies at Bulgarian Academy of Sciences.",Final,All Open Access; Gold Open Access,
Rouces J.; De Melo G.; Hose K.,FrameBase: Enabling integration of heterogeneous knowledge,1,,1,#use,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027393990&doi=10.3233%2fSW-170279&partnerID=40&md5=9ac1b3786a699d788b9981f53c067da2,"Large-scale knowledge graphs such as those in the Linked Open Data cloud are typically stored as subject-predicate-object triples. However, many facts about the world involve more than two entities. While n-ary relations can be converted to triples in a number of ways, unfortunately, the structurally different choices made in different knowledge sources significantly impede our ability to connect them. They also increase semantic heterogeneity, making it impossible to query the data concisely and without prior knowledge of each individual source. This article presents FrameBase, a wide-coverage knowledge base schema that uses linguistic frames to represent and query n-ary relations from other knowledge bases, providing multiple levels of granularity connected via logical entailment. Overall, this provides a means for semantic integration from heterogeneous sources under a single schema and opens up possibilities to draw on natural language processing techniques for querying and data mining. © 2017 - IOS Press and the authors. All rights reserved.",Final,All Open Access; Green Open Access,
Chiarcos C.; Ionov M.; Rind-Pawlowski M.; Fäth C.; Schreur J.W.; Nevskaya I.,LLODifying linguistic glosses,1,,1,#use,2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021193597&doi=10.1007%2f978-3-319-59888-8_7&partnerID=40&md5=ef597d9ae10042b6d31316b2cdcc00b1,"Interlinear glossed text (IGT) is a notation used in various fields of linguistics to provide readers with a way to understand the linguistic phenomena. We describe the representation of IGT data in RDF, the conversion from two popular tools, and their automated linking with resources from the Linguistic Linked Open Data (LLOD) cloud. We argue that such an LLOD edition of IGT data facilitates their reusability, their infrastructural support and their integration with external data sources. Our converters are available under an open source license, two data sets will be published along with the final version of this paper. To our best knowledge, this is the first attempt to publish IGT data sets as Linguistic Linked Open Data we are aware of. © Springer International Publishing AG 2017.",Final,,
List J.-M.; Cysouw M.; Forkel R.,Concepticon: A resource for the linking of concept lists,1,,1,#use,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037152460&partnerID=40&md5=3122a0ba89f81396469e2cb366878186,"We present an attempt to link the large amount of different concept lists which are used in the linguistic literature, ranging from Swadesh lists in historical linguistics to naming tests in clinical studies and psycholinguistics. This resource, our Concepticon, links 30 222 concept labels from 160 conceptlists to 2495 concept sets. Each concept set is given a unique identifier, a unique label, and a human-readable definition. Concept sets are further structured by defining different relations between the concepts. The resource can be used for various purposes. Serving as a rich reference for new and existing databases in diachronic and synchronic linguistics, it allows researchers a quick access to studies on semantic change, cross-linguistic polysemies, and semantic associations.",Final,,
Bennacer N.; Vioulès M.J.; López M.A.; Quercini G.,A multilingual approach to discover cross-language links in wikipedia,1,,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949963735&doi=10.1007%2f978-3-319-26190-4_36&partnerID=40&md5=c82c2a83d3eec7745f518d9a128b6b1e,"Wikipedia is a well-known public and collaborative encyclopaedia consisting of millions of articles. Initially in English, the popular website has grown to include versions in over 288 languages. These versions and their articles are interconnected via cross-language links, which not only facilitate navigation and understanding of concepts in multiple languages, but have been used in natural language processing applications, developments in linked open data, and expansion of minor Wikipedia language versions. These applications are the motivation for an automatic, robust, and accurate technique to identify cross-language links. In this paper, we present a multilingual approach called EurekaCL to automatically identify missing cross-language links in Wikipedia. More precisely, given a Wikipedia article (the source) EurekaCL uses the multilingual and semantic features of BabelNet 2.0 in order to efficiently identify a set of candidate articles in a target language that are likely to cover the same topic as the source. The Wikipedia graph structure is then exploited both to prune and to rank the candidates. Our evaluation carried out on 42,000 pairs of articles in eight language versions of Wikipedia shows that our candidate selection and pruning procedures allow an effective selection of candidates which significantly helps the determination of the correct article in the target language version. © Springer International Publishing Switzerland 2015.",Final,All Open Access; Green Open Access,
Elbedweihy K.; Wrigley S.N.; Ciravegna F.; Zhang Z.,Using BabelNet in bridging the gap between natural language queries and linked data concepts,1,,1,#WSD #use,2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924389956&partnerID=40&md5=8100a50afb90f17b4fc3b428021f8274,"Many semantic search tool evaluations have reported a user preference for free natural language as a query input approach as opposed to controlled or view-based inputs. Although the exibility offered by this approach is a significant advantage, it can also be a major difficulty. Allowing users complete freedom in the choice of terms increases the difficulty for the search tools to match terms with the underlying data. This causes either a mismatch which affects precision, or a missing match which affects recall. In this paper, we present an empirical investigation on the use of named entity recognition, word sense disambiguation, and ontology-based heuristics in an approach attempting to bridge this gap between user terms and ontology concepts, properties and entities. We use the dataset provided by the Question Answering over Linked Data (QALD-2) workshop in our analysis and tests.",Final,,
Sànchez-Rada J.F.; Iglesias C.A.,Onyx: Describing emotions on the web of data,1,,1,#use #sentiment anlysis,2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921891280&partnerID=40&md5=27c09a1447f4dd117e1549445a220b66,"Textual emotion analysis is a new field whose aim is to detect emotions in user generated content. It complements Sentiment Analysis in the characterization of users subjective opinions and feelings. Nevertheless, there is a lack of available lexical and semantic emotion resources that could foster the development of emotion analysis services. Some of the barriers for developing such resources are the diversity of emotion theories and the absence of a vocabulary to express emotion characteristics. This article presents a semantic vocabulary, called Onyx, intended to provide support to represent emotion characteristics in lexical resources and emotion analysis services. Onyx follows the Linked Data principles as it is aligned with the Provenance Ontology. It also takes a linguistic Linked Data approach: it is aligned with the Provenance Ontology, it represents lexical resources as linked data, and has been integrated with Lemon, an increasingly popular RDF model for representing lexical entries. Furthermore, it does not prescribe any emotion model and can be linked to heterogeneous emotion models expressed as Linked Data. Onyx representations can also be published using W3C EmotionML markup, based on the proposed mapping.",Final,,
Aggarwal N.; Polajnar T.; Buitelaar P.,Cross-lingual natural language querying over the web of data,1,,1,#use,2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884972019&doi=10.1007%2f978-3-642-38824-8_13&partnerID=40&md5=d9a6a71b02be64505ee73179c1c85e0a,"The rapid growth of the Semantic Web offers a wealth of semantic knowledge in the form of Linked Data and ontologies, which can be considered as large knowledge graphs of marked up Web data. However, much of this knowledge is only available in English, affecting effective information access in the multilingual Web. A particular challenge arises from the vocabulary gap resulting from the difference in the query and the data languages. In this paper, we present an approach to perform cross-lingual natural language queries on Linked Data. Our method includes three components: entity identification, linguistic analysis, and semantic relatedness. We use Cross-Lingual Explicit Semantic Analysis to overcome the language gap between the queries and data. The experimental results are evaluated against 50 German natural language queries. We show that an approach using a cross-lingual similarity and relatedness measure outperforms other systems that use automatic translation. We also discuss the queries that can be handled by our approach. © 2013 Springer-Verlag Berlin Heidelberg.",Final,,
Augenstein I.; Padó S.; Rudolph S.,LODifier: Generating linked data from unstructured text,,,1,#use,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861720649&doi=10.1007%2f978-3-642-30284-8_21&partnerID=40&md5=97a20dcedfeacd87da0a9ac6928831df,"The automated extraction of information from text and its transformation into a formal description is an important goal in both Semantic Web research and computational linguistics. The extracted information can be used for a variety of tasks such as ontology generation, question answering and information retrieval. LODifier is an approach that combines deep semantic analysis with named entity recognition, word sense disambiguation and controlled Semantic Web vocabularies in order to extract named entities and relations between them from text and to convert them into an RDF representation which is linked to DBpedia and WordNet. We present the architecture of our tool and discuss design decisions made. An evaluation of the tool on a story link detection task gives clear evidence of its practical potential. © 2012 Springer-Verlag.",Final,All Open Access; Bronze Open Access,
Pinheiro V.; Furtado V.; Pequeno T.; Ferreira C.,Towards a common sense base in Portuguese for the linked open data cloud,1,,1,#use #kg,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858427776&doi=10.1007%2f978-3-642-28885-2_15&partnerID=40&md5=44c852eeccc94e8bf61c459775b10a50,"The Linked Open Data (LOD) cloud is a promising reality since the major content producers are offering their data on an open and linked network, through RDF (Resource Description Framework), with the aim of providing Semantic Web applications with a single global database for retrieval of related content and to perform inferences over the network. However, bases with Portuguese-language content are still incipient. In this paper we present the process of inclusion of the InferenceNet - the first resource with common sense and inferentialist knowledge in Portuguese language - on the LOD. Our main goal is to leverage the use and development of Semantic Web applications by content producers in Portuguese language. We develop and evaluated a platform, called SemWidgets, for the creation and execution of widgets able to access and reason over InferenceNet and the open linked data, like DBPedia, Yago, and Article Search API of the New York Times. © 2012 Springer-Verlag.",Final,,
Aggarwal N.; Buitelaar P.,A system description of natural language query over DBpedia,1,,1,#use #accessibility,2012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893280764&partnerID=40&md5=a5abfafedd1db93d78ad06f4e1057074,"This paper describes our system, which is developed as a first step towards implementing a methodology for natural language querying over semantic structured information (semantic web). This work focuses on interpretation of natural language queries (NL-Query) to facilitate querying over Linked Data. This interpretation includes query annotation with Linked Data concepts (classes and instances), a deep linguistic analysis and semantic similarity/relatedness to generate potential SPARQL queries for a given NL-Query. We evaluate our approach on QALD-2 test dataset and achieve a F1 score of 0.46, an average precision of 0.44 and an average recall of 0.48.",Final,,
Hayashi Y.,Direct and indirect linking of lexical objects for evolving lexical linked data,1,,1,#use #task #synset,2011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891124416&partnerID=40&md5=4dfb614a158c5969b4e336e79321ede8,"Servicization of language resources in a Web-based environment has opened up the potential for dynamically combined virtual lexical resources. Evolving lexical linked data could be realized, provided being recovered/discovered links among lexical resources are properly organized and maintained. This position paper examines a scenario, in which lexical semantic resources are cross-linguistically enriched, and sketches how this scenario could come about while discussing necessary ingredients. The discussions naturally include how the existing lexicon modeling framework could be applied and should be extended.",Final,,
Wang Z.; Li L.; Zeng D.,Knowledge-Enhanced Natural Language Inference Based on Knowledge Graphs,1,,1,#use #naturalLanguageInference,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118819345&partnerID=40&md5=3cb022a173acf84d242a962c1bc4b235,"Natural Language Inference (NLI) is a vital task in natural language processing. It aims to identify the logical relationship between two sentences. Most of the existing approaches make such inference based on semantic knowledge obtained through training corpus. The adoption of background knowledge is rarely seen or limited to a few specific types. In this paper, we propose a novel Knowledge Graph-enhanced NLI (KGNLI) model to leverage the usage of background knowledge stored in knowledge graphs in the field of NLI. KGNLI model consists of three components: a semantic-relation representation module, a knowledge-relation representation module, and a label prediction module. Different from previous methods, various kinds of background knowledge can be flexibly combined in the proposed KGNLI model. Experiments on four benchmarks, SNLI, MultiNLI, SciTail, and BNLI, validate the effectiveness of our model. © 2020 COLING 2020 - 28th International Conference on Computational Linguistics, Proceedings of the Conference. All rights reserved.",Final,,
Casadei S.,Semiotic Knowledge Models for Personal Knowledge Repositories,0/1,,1,#use,2023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179546774&doi=10.5220%2f0012209100003598&partnerID=40&md5=233ec7719a4b45185dcb5753aed35c4b,"Knowledge graphs have been used successfully to represent and acquire general knowledge and have also been proposed for personal knowledge representations. While general knowledge data can be modelled statistically as being a noisy projection of universal (and crisp) entities, categories, and relationships, personal knowledge data requires a more refined model: each user’s peculiarities and fluctuations in associating words with meanings and meanings with words should be tracked and analysed instead of being treated as noise and averaged out. This position paper describes a semiotic knowledge model whose primitives are the signification events which occur when symbols such as words and linguistic expressions are associated with an instantaneous meaning. Semiotic structures constructed from these primitives with users’ active participation, enable them to create, update, modify, organize, re-organize and curate detailed and comprehensive representations of their own personal knowledge by means of their own personal terminologies, taxonomies, and organizational schemes. Copyright © 2023 by SCITEPRESS – Science and Technology Publications, Lda. Under CC license (CC BY-NC-ND 4.0).",Final,All Open Access; Hybrid Gold Open Access,
Draicchio F.; Gangemi A.; Presutti V.; Nuzzolese A.G.,FRED: From natural language text to RDF and OWL in one click,1,1,1,#use,2013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893803453&doi=10.1007%2f978-3-642-41242-4_36&partnerID=40&md5=3e70d41fd698f9811e5b8d19df26b6a8,"FRED is an online tool for converting text into internally well-connected and quality linked-data-ready ontologies in web-service-acceptable time. It implements a novel approach for ontology design from natural language sentences. In this paper we present a demonstration of such tool combining Discourse Representation Theory (DRT), linguistic frame semantics, and Ontology Design Patterns (ODP). The tool is based on Boxer which implements a DRT-compliant deep parser. The logical output of Boxer enriched with semantic data from Verbnet or FrameNet frames is transformed into RDF/OWL by means of a mapping model and a set of heuristics following ODP best-practice [5] of OWL ontologies and RDF data design. © Springer-Verlag 2013.",Final,All Open Access; Bronze Open Access,
Lesnikova T.; David J.; Euzenat J.,Interlinking English and Chinese RDF data using BabelNet,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959182734&doi=10.1145%2f2682571.2797089&partnerID=40&md5=14dd737f9c6e954599d219a883a53ab9,"Linked data technologies make it possible to publish and link structured data on the Web. Although RDF is not about text, many RDF data providers publish their data in their own language. Cross-lingual interlinking aims at discovering links between identical resources across knowledge bases in different languages. In this paper, we present a method for interlinking RDF resources described in English and Chinese using the BabelNet multilingual lexicon. Resources are represented as vectors of identifiers and then similarity between these resources is computed. The method achieves an F-measure of 88%. The results are also compared to a translation-based method. © 2015 ACM.",Final,All Open Access; Green Open Access,
Ciroku F.; De Giorgis S.; Gangemi A.; Martinez-Pandiani D.S.; Presutti V.,Automated multimodal sensemaking: Ontology-based integration of linguistic frames and visual data,1,1,1,#use,2024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174832331&doi=10.1016%2fj.chb.2023.107997&partnerID=40&md5=aa66d8255e2636105d6d877f8ee1fcf1,"Frame evocation from visual data is an essential process for multimodal sensemaking, due to the multimodal abstraction provided by frame semantics. However, there is a scarcity of data-driven approaches and tools to automate it. We propose a novel approach for explainable automated multimodal sensemaking by linking linguistic frames to their physical visual occurrences, using ontology-based knowledge engineering techniques. We pair the evocation of linguistic frames from text to visual data as “framal visual manifestations”. We present a deep ontological analysis of the implicit data model of the Visual Genome image dataset, and its formalization in the novel Visual Sense Ontology (VSO). To enhance the multimodal data from this dataset, we introduce a framal knowledge expansion pipeline that extracts and connects linguistic frames – including values and emotions – to images, using multiple linguistic resources for disambiguation. It then introduces the Visual Sense Knowledge Graph (VSKG), a novel resource. VSKG is a queryable knowledge graph that enhances the accessibility and comprehensibility of Visual Genome's multimodal data, based on SPARQL queries. VSKG includes frame visual evocation data, enabling more advanced forms of explicit reasoning; analysis and sensemaking. Our work represents a significant advancement in the automation of frame evocation and multimodal sense-making, performed in a fully interpretable and transparent way, with potential applications in various fields, including the fields of knowledge representation, computer vision, and natural language processing. © 2023",Final,,
Chiarcos C.; Ionov M.,Linking discourse marker inventories,1,,1,#use,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115090315&doi=10.4230%2fOASIcs.LDK.2021.40&partnerID=40&md5=8ce3d81f124faee294626d7eb577c118,"The paper describes the first comprehensive edition of machine-readable discourse marker lexicons. Discourse markers such as and, because, but, though or thereafter are essential communicative signals in human conversation, as they indicate how an utterance relates to its communicative context. As much of this information is implicit or expressed differently in different languages, discourse parsing, context-adequate natural language generation and machine translation are considered particularly challenging aspects of Natural Language Processing. Providing this data in machine-readable, standard-compliant form will thus facilitate such technical tasks, and moreover, allow to explore techniques for translation inference to be applied to this particular group of lexical resources that was previously largely neglected in the context of Linguistic Linked (Open) Data. © Christian Chiarcos and Maxim Ionov; licensed under Creative Commons License CC-BY 4.0",Final,,
Postiglione M.,Towards an Italian Healthcare Knowledge Graph,1,1,1,#use,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118970715&doi=10.1007%2f978-3-030-89657-7_29&partnerID=40&md5=943210e16e59138126728bf8aa3fd786,"Electronic Health Records (EHRs), Big Data, Knowledge Graphs (KGs) and machine learning can potentially be a great step towards the technological shift from the one-size-fit-all medicine, where treatments are based on an equal protocol for all the patients, to the precision medicine, which takes count of all their individual information: lifestyle, preferences, health history, genomics, and so on. However, the lack of data which characterizes low-resource languages is a huge limitation for the application of the above-mentioned technologies. In this work, we will try to fill this gap by means of transformer language models and few-shot approaches and we will apply similarity-based deep learning techniques on the constructed KG for downstream applications. The proposed architecture is general and thus applicable to any low-resource language. © 2021, Springer Nature Switzerland AG.",Final,,
Gabryszak A.; Krause S.; Hennig L.; Xu F.; Uszkoreit H.,Relation- and phrase-level linking of FrameNet with sar-graphs,1,,1,#use,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037086784&partnerID=40&md5=0b41c874f72fe4702c69393a28f34610,"Recent research shows the importance of linking linguistic knowledge resources for the creation of large-scale linguistic data. We describe our approach for combining two English resources, FrameNet and sar-graphs, and illustrate the benefits of the linked data in a relation extraction setting. While FrameNet consists of schematic representations of situations, linked to lexemes and their valency patterns, sar-graphs are knowledge resources that connect semantic relations from factual knowledge graphs to the linguistic phrases used to express instances of these relations. We analyze the conceptual similarities and differences of both resources and propose to link sar-graphs and FrameNet on the levels of relations/frames as well as phrases. The former alignment involves a manual ontology mapping step, which allows us to extend sar-graphs with new phrase patterns from FrameNet. The phrase-level linking, on the other hand, is fully automatic. We investigate the quality of the automatically constructed links and identify two main classes of errors.",Final,,
Hosseini H.; Mansouri M.; Bagheri E.,A systemic functional linguistics approach to implicit entity recognition in tweets,-1,0/1,0/1,#use #ner,2022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130179375&doi=10.1016%2fj.ipm.2022.102957&partnerID=40&md5=5c39a8d58f6495316fd81056929b8b92,"The identification of knowledge graph entity mentions in textual content has already attracted much attention. The major assumption of existing work is that entities are explicitly mentioned in text and would only need to be disambiguated and linked. However, this assumption does not necessarily hold for social content where a significant portion of information is implied. The focus of our work in this paper is to identify whether textual social content include implicit mentions of knowledge graph entities or not, hence forming a two-class classification problem. To this end, we adopt the systemic functional linguistic framework that allows for capturing meaning expressed through language. Based on this theoretical framework we systematically introduce two classes of features, namely syntagmatic and paradigmatic features, for implicit entity recognition. In our experiments, we show the utility of these features for the task, report on ablation studies, measure the impact of each feature subset on each other and also provide a detailed error analysis of our technique. © 2022 Elsevier Ltd",Final,,
Wu S.; Li Y.; Zhang D.; Zhou Y.; Wu Z.,Diverse and informative dialogue generation with context-specific commonsense knowledge awareness,-1,0/1,0/1,#use #commonsense #chinese #textgeneration,2020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098764003&partnerID=40&md5=06cd1ae45bf6e9d828a4ddc212e64d99,"Generative dialogue systems tend to produce generic responses, which often leads to boring conversations. For alleviating this issue, Recent studies proposed to retrieve and introduce knowledge facts from knowledge graphs. While this paradigm works to a certain extent, it usually retrieves knowledge facts only based on the entity word itself, without considering the specific dialogue context. Thus, the introduction of the context-irrelevant knowledge facts can impact the quality of generations. To this end, this paper proposes a novel commonsense knowledge-aware dialogue generation model, ConKADI. We design a Felicitous Fact mechanism to help the model focus on the knowledge facts that are highly relevant to the context; furthermore, two techniques, Context-Knowledge Fusion and Flexible Mode Fusion are proposed to facilitate the integration of the knowledge in the ConKADI. We collect and build a large-scale Chinese dataset aligned with the commonsense knowledge for dialogue generation. Extensive evaluations over both an open-released English dataset and our Chinese dataset demonstrate that our approach ConKADI outperforms the state-of-the-art approach CCM, in most experiments. © 2020 Association for Computational Linguistics",Final,,
