Authors,Title,Reviewer1,Reviewer2,Overall,Motivation,Year,Link,Abstract,Publication Stage,Open Access,Manually added
Chiarcos C.,Annotation interoperability (Invited tutorial),1,1,-1,#notavailable #excluded,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964065872&partnerID=40&md5=4ebc8818a0899557b1124e4425712525,"The tutorial addressed the problem of heterogeneous representations for language resources, in particular annotated corpora. Heterogeneity exists on multiple levels, the most important being the levels of physical representation, and annotation vocabulary. Establishing interoperability between and among corpora, dictionaries and NLP tools thus involves two dimensions, as well, namely structural interoperability (defining how to access the data, i.e., common formats and protocols) and conceptual interoperability (defining how to interpret the data, i.e., by reference to a common vocabulary). In this tutorial, both aspects were addressed with a focus on linguistic annotations and the Ontologies of Linguistic Annotation (OLiA). As a means to solve the problem of conceptual interoperability for annotations, the OLiA ontologies represent a major hub of linguistic terminology in the Linguistic Linked Open Data (LLOD) cloud. Finally, use cases from natural language processing and corpus querying were described. © Springer International Publishing Switzerland 2016.",Final,,
Strobin L.; Niewiadomski A.,Integration of multiple graph datasets and their linguistic summaries: An application to linked data,1,1,-1,#excluded #outofscope #noLLOD linguistic summary of LOD,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976632384&doi=10.1007%2f978-3-319-39378-0_29&partnerID=40&md5=ebfbd84b45f6a78f961d2d2942a121dd,"This paper presents a novel method of generating and evaluating linguistic summaries of content stored in distributed graph datasets, like Linked Data. Linguistic summarization is a well known data mining technique, aimed to discover patterns in data and present them in natural language. So far, this method has been researched only for relational databases. In our recent paper we have presented how to adapt this method for graph datasets. We have solved the problems of subject definition (further extended in this paper), retrieval of the attributes for summarization, generalization of summarizers and qualifiers. In this paper we extend that research by adapting proposed method to distributed interlinked graph datasets, which results in obtaining new summaries, and therefore new knowledge. We discuss how to follow different types of equivalence links that may exists between graph datasets. In order to measure characteristics specific for summaries of distributed graph data we propose new truth values (degree of subject appropriateness, degree of summarizer order and degree of linkage), and adapt existing ones (degree of covering). We run several experiments on Linked Data and discuss the results. © Springer International Publishing Switzerland 2016.",Final,,
Nagvenkar A.; Pawar J.; Bhattacharyya P.,IndoWordNet conversion to web ontology language (OWL),1,1,1,#kg,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962799579&partnerID=40&md5=5551ce812d53615f1172cff07c66db34,"WordNet plays a significant role in Linked Open Data (LOD) cloud. It has numerous application ranging from ontology annotation to ontology mapping. IndoWord-Net is a linked WordNet connecting 18 Indian language WordNets with Hindi as a source WordNet. The Hindi WordNet was initially developed by linking it to English WordNet. In this paper, we present a data representation of IndoWordNet in Web Ontology Language (OWL). The schema of Princeton WordNet has been enhanced to support the representation of IndoWordNet. This IndoWordNet representation in OWL format is now available to link other web resources. This representation is implemented for eight Indian languages.",Final,,
Chiarcos C.; Sukhareva M.,OLiA - Ontologies of Linguistic Annotation,1,1,1,#kg #ontology,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929329936&doi=10.3233%2fSW-140167&partnerID=40&md5=f770d89e6ffb85c9b28c8ddb2dea89d3,"This paper describes the Ontologies of Linguistic Annotation (OLiA) as one of the data sets currently available as part of Linguistic Linked Open Data (LLOD) cloud. Within the LLOD cloud, the OLiA ontologies serve as a reference hub for annotation terminology for linguistic phenomena on a great band-width of languages, they have been used to facilitate interoperability and information integration of linguistic annotations in corpora, NLP pipelines, and lexical-semantic resources and mediate their linking with multiple community-maintained terminology repositories. © 2015 - IOS Press and the authors. All rights reserved.",Final,,
Çağdaş V.; Stubkjær E.,A SKOS vocabulary for Linked Land Administration: Cadastre and Land Administration Thesaurus,1,,-1,#excluded #outofscope,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948985186&doi=10.1016%2fj.landusepol.2014.12.017&partnerID=40&md5=fc7d3a37a9ebc9d1f9b18c1e74b1db38,"Intensification of international communication calls for multilingual terminology databases and other linguistic tools. The World Wide Web Consortium framed the further specification of the Simple Knowledge Organization System (SKOS), which is a formal language designed for standardized representation of structured vocabularies, as well as the Linked Data methodology of publishing structured data in a machine-readable and interlinked way, that they become more useful. Applying the Linked Data approach, the European Commission recently established e-Government Core Vocabularies. This paper describes the development of a Knowledge Organization System (KOS) in terms of a thesaurus for the domain of cadastre and land administration. The main purpose is to contribute towards the development of 'Linked Land Administration' that adopts Linked Data technologies for semantic management of datasets kept in public registries, and scholarly and legislative resources kept in libraries. The proposed controlled vocabulary in SKOS format may be used for specifying metadata records of scholarly and legislative resources, as well as enrichment of these resources through semantic annotations. It also provides a base for further ontology development initiatives. The thesaurus is mainly derived from terms of the standard ISO 19152:2012 Land Administration Domain Model, which represents the static aspect of the domain. Reports of the project Property Formation in the Nordic countries (Kort og Matrikelstyrelsen, 2006) provide the basis for the temporal or activity aspect of the domain, while the ANSI/NISO, 2005 Guidelines for the Construction, Format, and Management of Monolingual Controlled Vocabularies provided methodological advice. The thesaurus consists of 143 terms, the relations of which are recorded according to the mentioned SKOS standard. About one fourth of the terms are adopted from existing thesauri, including the AGROVOC multilingual agricultural vocabulary, the GEMET Thesaurus with INSPIRE Spatial Data Themes, and the STW Thesaurus for Economics. © 2015 Elsevier Ltd.",Final,,
Winiwarter W.,JAMRED - A Japanese abstract meaning representation EDitor,1,1,1,#use WordNet,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967225539&doi=10.1145%2f2837185.2837246&partnerID=40&md5=eae858b0144bbc20b9a769a5da793aa3,"Meaning Representation (AMR) has emerged recently as one of the most influential formalisms for the semantic representation of natural language. In this paper, we present a Web-based environment for the annotation of Japanese Web pages using augmented browsing and logic programming as the two key enabling technologies. We have developed a visual AMR editor strongly integrated into our Web-based Japanese language learning environment, which hides most of the complexities of AMR syntax from the user and extends it by grounding concepts through links to WordNet synsets and DBpedia resources. The resulting tool can be used meaningfully for several language engineering tasks, in particular, language learning, corpus annotation, and translation. © 2015 ACM.",Final,,
Wang C.; Gao M.; He X.; Zhang R.,Challenges in Chinese knowledge graph construction,1,1,-1,#excluded #outofscope no resource is made available,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944313968&doi=10.1109%2fICDEW.2015.7129545&partnerID=40&md5=00015070afabe392d68409a6f4b2bd71,"The automatic construction of large-scale knowledge graphs has received much attention from both academia and industry in the past few years. Notable knowledge graph systems include Google Knowledge Graph, DBPedia, YAGO, NELL, Probase and many others. Knowledge graph organizes the information in a structured way by explicitly describing the relations among entities. Since entity identification and relation extraction are highly depending on language itself, data sources largely determine the way the data are processed, relations are extracted, and ultimately how knowledge graphs are formed, which deeply involves the analysis of lexicon, syntax and semantics of the content. Currently, much progress has been made for knowledge graphs in English language. In this paper, we discuss the challenges facing Chinese knowledge graph construction because Chinese is significantly different from English in various linguistic perspectives. Specifically, we analyze the challenges from three aspects: data sources, taxonomy derivation and knowledge extraction. We also present our insights in addressing these challenges. © 2015 IEEE.",Final,,
Winiwarter W.,JILL - Japanese incidental language learning,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967145274&doi=10.1145%2f2837185.2837191&partnerID=40&md5=57f44e22da2b1e839b9e93bfae6dced2,"We present aWeb-based environment for incidental learning of Japanese. As the two key enabling technologies we use augmented browsing at the client and logic programming at the server. This way we can create a learning experience which blends foreign language acquisition with the user's everyday browsing activities. Main features presented in this paper are an intuitive visual presentation of sentence structures, comprehensive support at the word level by integrating several lexical resources including DBpedia, and multiple customization options. © 2015 ACM.",Final,,
Krause S.; Hennig L.; Gabryszak A.; Xu F.; Uszkoreit H.,Sar-graphs: A Linked Linguistic Knowledge Resource Connecting Facts with Language,1,1,-1,#excluded #old superato da articolo più recente del 2016,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120063260&partnerID=40&md5=a16d1a7609391717447bfb96366186ec,"We present sar-graphs, a knowledge resource that links semantic relations from factual knowledge graphs to the linguistic patterns with which a language can express instances of these relations. Sar-graphs expand upon existing lexicosemantic resources by modeling syntactic and semantic information at the level of relations, and are hence useful for tasks such as knowledge base population and relation extraction. We present a languageindependent method to automatically construct sar-graph instances that is based on distantly supervised relation extraction. We link sar-graphs at the lexical level to BabelNet, WordNet and UBY, and present our ongoing work on pattern- and relationlevel linking to FrameNet. An initial dataset of English sar-graphs for 25 relations is made publicly available, together with a Java-based API. © 2015 Association for Computational Linguistics and Asian Federation of Natural Language Processing.",Final,,
Presutti V.; Nuzzolese A.G.; Consoli S.; Gangemi A.; Recupero D.R.,From hyperlinks to Semantic Web properties using Open Knowledge Extraction,1,1,1,#use,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971554079&doi=10.3233%2fSW-160221&partnerID=40&md5=ac1d14b2b6bd082d9df1734161891fb7,"Open information extraction approaches are useful but insufficient alone for populating the Web with machine readable information as their results are not directly linkable to, and immediately reusable from, other Linked Data sources. This work proposes a novel paradigm, named Open Knowledge Extraction, and its implementation (Legalo) that performs unsupervised, open domain, and abstractive knowledge extraction from text for producing machine readable information. The implemented method is based on the hypothesis that hyperlinks (either created by humans or knowledge extraction tools) provide a pragmatic trace of semantic relations between two entities, and that such semantic relations, their subjects and objects, can be revealed by processing their linguistic traces (i.e. the sentences that embed the hyperlinks) and formalised as Semantic Web triples and ontology axioms. Experimental evaluations conducted on validated text extracted from Wikipedia pages, with the help of crowdsourcing, confirm this hypothesis showing high performances. © 2016 - IOS Press and the authors.",Final,All Open Access; Green Open Access,
Aspillaga C.; Mendoza M.; Soto A.,Inspecting the concept knowledge graph encoded by modern language models,1,1,-1,#excluded #noLLOD ,2021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115697837&partnerID=40&md5=b3da3ae1bde188fa9f14b21fb13d8bec,"The field of natural language understanding has experienced exponential progress in the last few years, with impressive results in several tasks. This success has motivated researchers to study the underlying knowledge encoded by these models. Despite this, attempts to understand their semantic capabilities have not been successful, often leading to non-conclusive, or contradictory conclusions among different works. Via a probing classifier, we extract the underlying knowledge graph of nine of the most influential language models of the last years, including word embeddings, text generators, and context encoders. This probe is based on concept relatedness, grounded on WordNet. Our results reveal that all the models encode this knowledge, but suffer from several inaccuracies. Furthermore, we show that the different architectures and training strategies lead to different model biases. We conduct a systematic evaluation to discover specific factors that explain why some concepts are challenging. We hope our insights will motivate the development of models that capture concepts more precisely. © 2021 Association for Computational Linguistics",Final,,
Carvalho S.; Roche C.; Costa R.,Ontologies for terminological purposes: The EndoTerm project,1,1,-1,#excluded no resource is made available,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955246750&partnerID=40&md5=22484d2fa7c52b510c2786ba83f281b8,"In today's digital society, characterized by the Semantic Web and by Linked Data, ontologies, in the sense of Knowledge Engineering, have paved the way for new perspectives for Terminology, namely in what concerns the operationalization of terminological products. The collaborative work involving Terminology and ontologies has led to the emergence of new theoretical perspectives, one of which being Ontoterminology. This approach aims to reconcile Terminology's linguistic and conceptual dimensions whilst maintaining their fundamental differences and, in addition, enables the construction of a computer-readable representation of a given conceptualization. Bearing this in mind, this paper presents the EndoTerm project, a multilingual resource within the medical domain - with <Endometriosis> as the core concept - that comprises both verbal and nonverbal representations and that can be computationally represented and manipulated. The presentation of micro-concept systems based on these verbal and non-verbal representations will support a reflection upon the role of the latter in terminology work.",Final,,
McCrae J.P.; Cimiano P.; Matteis L.; Navigli R.; Doncel V.R.; Vila-Suero D.; Gracia J.; Abele A.; Vulcu G.; Buitelaar P.,Reconciling Heterogeneous Descriptions of Language Resources,1,1,1,#use #reconciliation,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037062941&partnerID=40&md5=ed7fb332868691d899ab1410be3ce03d,"Language resources are a cornerstone of linguistic research and for the development of natural language processing tools, but the discovery of relevant resources remains a challenging task. This is due to the fact that relevant metadata records are spread among different repositories and it is currently impossible to query all these repositories in an integrated fashion, as they use different data models and vocabularies. In this paper we present a first attempt to collect and harmonize the metadata of different repositories, thus making them queriable and browsable in an integrated way. We make use of RDF and linked data technologies for this and provide a first level of harmonization of the vocabularies used in the different resources by mapping them to standard RDF vocabularies including Dublin Core and DCAT. Further, we present an approach that relies on NLP and in particular word sense disambiguation techniques to harmonize resources by mapping values of attributes - such as the type, license or intended use of a resource - into normalized values. Finally, as there are duplicate entries within the same repository as well as across different repositories, we also report results of detection of these duplicates. © 2015 Association for Computational Linguistics and Asian Federation of Natural Language Processing.",Final,,
Lee C.-Y.; Hsieh S.-K.,Linguistic Linked Data in Chinese: The Case of ChineseWordNet,1,1,1,#kg #chinese #WordNet,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031283009&partnerID=40&md5=c25ab3bedbba36373c64117925801a98,"The present study describes recent developments of Chinese WordNet, which has been reformatted using the lemon model and published as part of the Linguistic Linked Open Data Cloud. While lemon suffices for modeling most of the structures in Chinese WordNet at the lexical level, the model does not allow for finergrained distinction of a word sense, or meaning facets, a linguistic feature also attended to in Chinese WordNet. As for the representation of synsets, we use the WordNet RDF ontology for integration's sake. Also, we use another ontology proposed by the Global WordNet Association to show how Chinese WordNet as Linked Data can be integrated into the Global WordNet Grid. © 2015 Association for Computational Linguistics and Asian Federation of Natural Language Processing.",Final,,
Villegas M.; Bel N.,PAROLE/SIMPLE 'lemon' ontology and lexicons,1,1,1,#kg #ontology,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929303692&doi=10.3233%2fSW-140148&partnerID=40&md5=6f9894bba1bf28153bb538a863672ff5,"The PAROLE/SIMPLE 'lemon' Ontology and Lexicon are the OWL/RDF version of the PAROLE/SIMPLE lexicons (defined during the PAROLE (LE2-4017) and SIMPLE (LE4-8346) IV FP EU projects) once mapped onto lemon model and LexInfo ontology. Original PAROLE/SIMPLE lexicons contain morphological, syntactic and semantic information, organized according to a common model and to common linguistic specifications for 12 European languages. The data set we describe includes the PAROLE/SIMPLE model mapped to lemon and LexInfo ontology and the Spanish & Catalan lexicons. All data are published in the Data Hub and are distributed under CC Attribution 3.0 Unported license. The Spanish lexicon contains 199466 triples and 7572 lexical entries fully annotated with syntactic and semantic information. The Catalan lexicon contains 343714 triples and 20545 lexical entries annotated with syntactic information half of which are also annotated with semantic information. In this paper we describe the resulting data, the mapping process and the benefits obtained. We demonstrate that the Linked Open Data principles prove essential for datasets such as original PAROLE/SIMPLE lexicons where harmonization and interoperability were crucial. The resulting data is lighter and better suited for exploitation. In addition, it facilitates further extensions and linking to external resources such as WordNet, lemonUby, DBpedia etc. © 2015 - IOS Press and the authors. All rights reserved.",Final,All Open Access; Green Open Access,
Wang C.; Song Y.; El-Kishky A.; Roth D.; Zhang M.; Han J.,Incorporating world knowledge to document clustering via heterogeneous information networks,1,1,-1,#excluded #noLLOD,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954104008&doi=10.1145%2f2783258.2783374&partnerID=40&md5=5c28b32026aa7202d6b17bfb9cb64535,"One of the key obstacles in making learning protocols realistic in applications is the need to supervise them, a costly process that often requires hiring domain experts. We consider the framework to use the world knowledge as indirect supervision. World knowledge is general-purpose knowledge, which is not designed for any specific domain. Then the key challenges are how to adapt the world knowledge to domains and how to represent it for learning. In this paper, we provide an example of using world knowledge for domain dependent document clustering. We provide three ways to specify the world knowledge to domains by resolving the ambiguity of the entities and their types, and represent the data with world knowledge as a heterogeneous information network. Then we propose a clustering algorithm that can cluster multiple types and incorporate the sub-type information as constraints. In the experiments, we use two existing knowledge bases as our sources of world knowledge. One is Freebase, which is collaboratively collected knowledge about entities and their organizations. The other is YAGO2, a knowledge base automatically extracted from Wikipedia and maps knowledge to the linguistic knowledge base, WordNet. Experimental results on two text benchmark datasets (20news-groups and RCV1) show that incorporating world knowledge as indirect supervision can significantly outperform the state-of-the-art clustering algorithms as well as clustering algorithms enhanced with world knowledge features.",Final,All Open Access; Green Open Access,
Cheniki N.; Belkhir A.; Atif Y.,Supporting multilingual semantic Web services discovery by consuming data from DBpedia knowledge base,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959933874&doi=10.1145%2f2816839.2816862&partnerID=40&md5=a79701a17e143e5939ac809da64d1d98,"The Web is becoming a truly multilingual hub in which speakers from different languages and cultures are producing, interacting and consuming information. Web services are an essential part of the Web which nowadays attract more and more people around the world. So, supporting multilingual Web services discovery is a crucial goal to achieve, so that providers and users publish or consume Web services independently from their culture and native language. In this paper, we propose to overcome language barrier by supporting multilingual Web services discovery using DB-pedia, which is a cross-domain multilingual knowledge base. DBpedia is used to annotate services with semantic entities called resources as well as their categories and types. We take advantage of semantic and multilingual information provided by DBpedia to enable cross-language semantic Web services discovery. Implementation shows that DBpedia offers a valuable information source to achieve our goal. © 2015 ACM.",Final,,
Mohamed R.; El-Makky N.M.; Nagi K.,ArabRelat: Arabic relation extraction using distant supervision,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961176131&doi=10.5220%2f0005636604100417&partnerID=40&md5=2dd482bce31d0abcd1362f835dce4eb3,"Relation Extraction is an important preprocessing task for a number of text mining applications, including: Information Retrieval, Question Answering, Ontology building, among others. In this paper, we propose a novel Arabic relation extraction method that leverages linguistic features of the Arabic language in Web data to infer relations between entities. Due to the lack of labeled Arabic corpora, we adopt the idea of distant supervision, where DBpedia, a large database of semantic relations extracted from Wikipedia, is used along with a large unlabeled text corpus to build the training data. We extract the sentences from the unlabeled text corpus, and tag them using the corresponding DBpedia relations. Finally, we build a relation classifier using this data which predicts the relation type of new instances. Our experimental results show that the system reaches 70% for the F-measure in detecting relations. Copyright © 2015 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.",Final,,
Westphal P.; Stadler C.; Pool J.,Countering language attrition with PanLex and the Web of Data,1,1,1,#kg,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929329731&doi=10.3233%2fSW-140138&partnerID=40&md5=57e748dd4fa77890501020cad958f43b,"The world is losing some of its 7,000 languages. Hypothesizing that language attrition might subside if all languages were intertranslatable, the PanLex project supports panlingual lexical translation by integrating all known lexical translations. Semantic Web technologies can flexibly represent and reason with the content of its database and interlink it with linguistic and other resources and annotations. Conversely, PanLex, with its collection of translation links between more than a billion pairs of lexemes from more than 9,000 language varieties, can improve the coverage of the Linguistic Web of Data. We detail how we transformed the content of the PanLex database to RDF, established conformance with the lemon and GOLD data models, interlinked it with Lexvo and DBpedia, and published it as Linked Data and via SPARQL. © 2015 - IOS Press and the authors. All rights reserved.",Final,,
Declerck T.; Wandl-Vogt E.; Krek S.; Tiberius C.,Towards multilingual elexicography by means of linked (Open) Data,1,1,1,#ontology #kg,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962264489&partnerID=40&md5=88d3e39003b509bd4dc9ad338b93ef2b,"In this short paper, we document the current state of work consisting in mapping various lexicographic resources onto the OntoLex model, which is an OWL and RDF(s) based representation format. This model has been designed in the context of a W3C Community Group effort for supporting the publication of linguistic data in the Linked (Open) Data cloud. The deployment of OntoLex is currently being tested within the ISCH COST Action IS1305 European Network of e-Lexicography (ENeL), which is adapting to the field of digital lexicography guidelines that have been suggested by the LIDER FP7 Support Action.",Final,,
Dragoni M.; Tettamanzi A.G.B.; da Costa Pereira C.,Propagating and Aggregating Fuzzy Polarities for Concept-Level Sentiment Analysis,1,1,1,#use #sentimentanalysis  WordNet and senticnet,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926322258&doi=10.1007%2fs12559-014-9308-6&partnerID=40&md5=76b58e9064aa0df3998923e453fa0fa6,"An emerging field within sentiment analysis concerns the investigation about how sentiment polarities associated with concepts have to be adapted with respect to the different domains in which they are used. In this paper, we explore the use of fuzzy logic for modeling concept polarities, and the uncertainty associated with them, with respect to different domains. The approach is based on the use of a knowledge graph built by combining two linguistic resources, namely WordNet and SenticNet. Such a knowledge graph is then exploited by a graph-propagation algorithm that propagates sentiment information learned from labeled datasets. The system implementing the proposed approach has been evaluated on the Blitzer dataset. The results demonstrate its viability in real-world cases. © 2014, Springer Science+Business Media New York.",Final,All Open Access; Green Open Access,
Álvarez A.A.,"Enriching Digitized Medieval Manuscripts: Linking Image, Text and Lexical Knowledge",1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122503695&partnerID=40&md5=a7452c56d9465f76100490ec9185d749,"This paper describes an on-going project of transcribing and annotating digitized manuscripts of medieval Spanish with paleographic and lexical information. We link lexical units from the manuscripts with the Multilingual Central Repository (MCR), making terms retrievable by any of the languages that integrate MCR. The goal of the project is twofold: creating a paleographic knowledge base from digitized medieval facsimiles, that will allow paleographers, philologist, historical linguist, and humanities scholars in general, to analyze and retrieve graphemic, lexical and textual information from historical documents; and on the other hand, developing machine readable documents that will link image representations of graphemic and lexical units in a facsimile with Linked Open Data resources. This paper concentrates on the encoding and cross-linking procedures. c 2015 Association for Computational Linguistics and The Asian Federation of Natural Language Processing. © 2015 Proceedings of the Annual Meeting of the Association for Computational Linguistics.",Final,,
Celikyilmaz A.; Hakkani-Tiir D.; Pasupat P.; Sarikaya R.,Enriching word embeddings using knowledge graph for semantic tagging in conversational dialog systems,1,1,-1,#excluded,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987629985&partnerID=40&md5=deb001215138bdab456b70f41603852e,"Unsupervised word embeddings provide rich linguistic and conceptual information about words. However, they may provide weak information about domain specific semantic relations for certain tasks such as semantic parsing of natural language queries, where such information about words can be valuable. To encode the prior know ledge about the semantic word relations, we present new method as follows: we extend the neural network based lexical word embedding objective function (Mikolov et al. 2013) by incorporating the information about relationship between entities that we extract from knowledge bases. Our model can jointly learn lexical word representations from free text enriched by the relational word embeddings from relational data (e.g. Freebase) for each type of entity relations. We empirically show on the task of semantic tagging of natural language queries that our enriched embeddings can provide information about not only short-range syntactic dependencies but also long-range semantic dependencies between words. Using the enriched embeddings, we obtain an average of 2% improvement in F-score compared to the previous baselines. Copyright © 2015. Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Final,,
De Melo G.,Lexvo.org: Language-related information for the Linguistic Linked Data cloud,1,1,1,#kg,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929309290&doi=10.3233%2fSW-150171&partnerID=40&md5=f37c88e076c88f5831122a3041ca8ed0,"Lexvo.org brings information about languages, words, and other linguistic entities to the Web of Linked Data. It defines URIs for terms, languages, scripts, and characters, which are not only highly interconnected but also linked to a variety of resources on the Web. Additionally, new datasets are being published to contribute to the emerging Linked Data Cloud of Language-Related information. © 2015 - IOS Press and the authors. All rights reserved.",Final,,
Siemoneit B.; McCrae J.P.; Cimiano P.,Linking four heterogeneous language resources as linked data,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009269613&partnerID=40&md5=dfbe34f7414893e5c07f0c81c0ec3ccb,"The interest in publishing language resources as linked data is increasing, as clearly corroborated by the recent growth of the Linguistic Linked Data cloud. However, the actual value of data published as linked data is the fact that it is linked across datasets, supporting integration and discovery of data. As the manual creation of links between datasets is costly and therefore does not scale well, automatic linking approaches are of great importance to increase the quality and degree of linking of the Linguistic Linked Data cloud. In this paper we examine an automatic approach to link four different datasets to each other: Two terminologies, the European Migration Network (EMN) glossary as well as the Interactive Terminology for Europe (IATE), BabelNet, and the Manually Annotated Subcorpus (MASC) of the American National Corpus. We describe our methodology, present some results on the quality of the links and summarize our experiences with this small linking exercise We will make sure that the resources are added to the linguistic linked data cloud. © 2015 Association for Computational Linguistics and Asian Federation of Natural Language Processing.",Final,,
Sasaki F.; Gornostay T.; Dojchinovski M.; Osella M.; Mannens E.; Stoitsis G.; Ritchie P.; Koidl K.,Introducing FREME: Deploying linguistic linked data,1,1,-1,#excluded #outofscope,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962281732&partnerID=40&md5=5e4040102e2f6f4b16843b81622ecc55,"This paper introduces the FREME project, a new Horizon 2020 innovation action. It aims at building an open framework of e-Services for multilingual and semantic enrichment of digital content, based on a reusable set of open Application Programme Interfaces and Graphical User Interfaces to FREME enrichment services. In addition, the paper discusses how the project deploys Linguistic Linked Data (LLD), especially existing LLD resources, LLD best practices and the LLD reference architecture.",Final,,
Chen Y.-N.; Wang W.Y.; Rudnicky A.I.,Jointly modeling inter-slot relations by random walk on knowledge graphs for unsupervised spoken language understanding,1,1,1,#use,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959178594&doi=10.3115%2fv1%2fn15-1064&partnerID=40&md5=063c7e0df5060b318024b813d9264f66,"A key challenge of designing coherent semantic ontology for spoken language understanding is to consider inter-slot relations. In practice, however, it is difficult for domain experts and professional annotators to define a coherent slot set, while considering various lexical, syntactic, and semantic dependencies. In this paper, we exploit the typed syntactic dependency theory for unsupervised induction and filling of semantics slots in spoken dialogue systems. More specifically, we build two knowledge graphs: a slot-based semantic graph, and a word-based lexical graph. To jointly consider word-to-word, word-toslot, and slot-to-slot relations, we use a random walk inference algorithm to combine the two knowledge graphs, guided by dependency grammars. The experiments show that considering inter-slot relations is crucial for generating a more coherent and compete slot set, resulting in a better spoken language understanding model, while enhancing the interpretability of semantic slots. © 2015 Association for Computational Linguistics.",Final,All Open Access; Green Open Access; Hybrid Gold Open Access,
Eckle-Kohler J.; McCrae J.P.; Chiarcos C.,"LemonUby - A large, interlinked, syntactically-rich lexical resource for ontologies",1,1,1,#kg,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929333600&doi=10.3233%2fSW-140159&partnerID=40&md5=9810242a0d59db7a8d89f50f37462b9f,"We introduce lemonUby, a new lexical resource integrated in the Semantic Web which is the result of converting data extracted from the existing large-scale linked lexical resource UBY to the lemon lexicon model. The following data from UBY were converted: WordNet, FrameNet, VerbNet, English and German Wiktionary, the English and German entries of OmegaWiki, as well as links between pairs of these lexicons at the word sense level (links between VerbNet and FrameNet, VerbNet and WordNet, WordNet and FrameNet, WordNet and Wiktionary, WordNet and German OmegaWiki). We linked lemonUby to other lexical resources and linguistic terminology repositories in the Linguistic Linked Open Data cloud and outline possible applications of this new dataset. © 2015 - IOS Press and the authors. All rights reserved.",Final,,
Sérasset G.,DBnary: Wiktionary as a Lemon-based multilingual lexical resource in RDF,1,1,1,#kg,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929331267&doi=10.3233%2fSW-140147&partnerID=40&md5=88747477c7725eef8b8640fb49224648,"Contributive resources, such as Wikipedia, have proved to be valuable to Natural Language Processing or multilingual Information Retrieval applications. This work focusses on Wiktionary, the dictionary part of the resources sponsored by the Wikimedia foundation. In this article, we present our extraction of multilingual lexical data from Wiktionary data and to provide it to the community as a Multilingual Lexical Linked Open Data (MLLOD). This lexical resource is structured using the LEMON Model. This data, called DBnary, is registered at http://thedatahub.org/dataset/dbnary. © 2015 - IOS Press and the authors. All rights reserved.",Final,,
Li J.; Wang C.; He X.; Zhang R.; Gao M.,User generated content oriented Chinese taxonomy construction,1,1,-1,#excluded #outofscope,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950238015&doi=10.1007%2f978-3-319-25255-1_51&partnerID=40&md5=810c7d0fdc664a6192eb1e6b6993dd03,"The taxonomy is one of the basic components in knowledge graphs as it establishes types of classes and semantic relations among the classes. Taxonomies are normally constructed either manually, or by language-dependent rules or patterns for type and relation extraction or inference. Existing work on building taxonomies for knowledge graphs is mostly in English language environment. In this paper, we propose a novel approach for large-scale Chinese taxonomy construction based on user generated content. We take Chinese Wikipedia as the data source, develop methods to extract classes and their relations mined from user tagged categories, and build up the taxonomy using a bottom-up strategy. The algorithms can be easily applied to other Wiki-style data sources. The experiments show that the constructed Chinese taxonomy achieves better results in both quality and quantity. © Springer International Publishing Switzerland 2015.",Final,,
